REPORTING_YEAR,CHEM_NAME,REL_EST_AMT,CARCINOGEN,CLEAN_AIR,LIST_3350,PFAS_IND,STREET_ADDRESS,CITY_NAME,COUNTY_NAME,STATE_ABBR,ZIP_CODE,REGION,TOTAL_RELEASE
2020,Nickel compounds,0,Y,Y,Y,0,1300 BRADDOCK AVE,BRADDOCK,ALLEGHENY,PA,15104,3,
2021,Anthracene,2,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,2
2020,2 4-Dinitrotoluene,0,Y,Y,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,0
2017,Zinc compounds,272,N,N,N,0,1315 W LIBERTY AVE,PITTSBURGH,ALLEGHENY,PA,15226,3,272
2020,Manganese compounds,1.34,N,Y,N,0,13TH & BRADDOCK AVE C/O USS,BRADDOCK,ALLEGHENY,PA,15104,3,1.34
2016,Benzo[g h i]perylene,0,N,Y,N,0,1000 SHEROSKY WAY,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2018,Methyl methacrylate,0,N,Y,N,0,STATE RT 837 PO BOX 567,WEST ELIZABETH,ALLEGHENY,PA,15088,3,
2021,Nickel compounds,82.14,Y,Y,Y,0,1300 BRADDOCK AVE,BRADDOCK,ALLEGHENY,PA,15104,3,82.14
2019,Lead compounds,7.91,N,Y,Y,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,7.91
2016,Benzo[g h i]perylene,10.2,N,Y,N,0,300 N STATE ST,CLAIRTON,ALLEGHENY,PA,15025,3,10.2
2021,Ethylene glycol,0,N,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,
2017,Lead compounds,0,N,Y,Y,0,1601 CHARTIERS VALLEY LN,PITTSBURGH,ALLEGHENY,PA,15205,3,0
2018,Lead  And Lead Compounds,231.47,N,Y,Y,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,231.47
2020,Methanol,0,N,Y,N,0,1300 BRADDOCK AVE,BRADDOCK,ALLEGHENY,PA,15104,3,
2016,Lead,0,Y,Y,Y,0,2420 MOSSIDE BLVD,MONROEVILLE,ALLEGHENY,PA,15146,3,
2019,Toluene,64.56,N,Y,N,0,128 FIRST ST,PITTSBURGH,ALLEGHENY,PA,15238,3,64.56
2015,2 4-Dinitrophenol,0,N,Y,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,0
2021,Manganese  And Manganese Compounds,1047,N,Y,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,1047
2015,1 2 4-Trimethylbenzene,538,N,N,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,538
2015,Benzo[g h i]perylene,0.00014,N,Y,N,0,6TH & CENTER ST,TARENTUM,ALLEGHENY,PA,15084,3,0.00014
2020,Ethylene glycol,0,N,Y,N,0,328 BUNOLA RIVER RD,BUNOLA,ALLEGHENY,PA,15020,3,
2018,Styrene,37039.79,Y,Y,N,0,1575 LEBANON SCHOOL RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,37039.79
2019,Lead compounds,0.09,N,Y,Y,0,FEDERAL ST GATE 10 C/O ALLEGHENY LUDLUM STEEL,NATRONA HEIGHTS,ALLEGHENY,PA,15065,3,0.09
2020,Lead compounds,0,N,Y,Y,0,2108 PALMER ST,PITTSBURGH,ALLEGHENY,PA,15218,3,
2015,Lead compounds,0.16,N,Y,Y,0,2400 2ND AVE,PITTSBURGH,ALLEGHENY,PA,15219,3,0.16
2015,Lead compounds,0,N,Y,Y,0,2400 2ND AVE,PITTSBURGH,ALLEGHENY,PA,15219,3,0
2015,Copper,62,N,N,N,0,600 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,62
2019,Aluminum (fume or dust),750,N,N,N,0,109 48TH ST,PITTSBURGH,ALLEGHENY,PA,15201,3,750
2021,Acetonitrile,311,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,311
2019,Nitric acid,183.55,N,N,N,0,15 ALLEGHENY SQUARE,GLASSPORT,ALLEGHENY,PA,15045,3,183.55
2019,Nitric acid,27.53,N,N,N,0,15 ALLEGHENY SQUARE,GLASSPORT,ALLEGHENY,PA,15045,3,27.53
2016,Arsenic compounds,328,N,Y,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,328
2019,Toluene,1526,N,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,1526
2021,Lead  And Lead Compounds,17.56,N,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,17.56
2018,Xylene (mixed isomers),250,N,Y,Y,0,616 HITE RD,HARWICK,ALLEGHENY,PA,15049,3,
2016,Toluene,8,N,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,8
2017,Nickel,0,Y,Y,Y,0,200 BRADDOCK AVE,TURTLE CREEK,ALLEGHENY,PA,15145,3,
2017,Lead compounds,0,N,Y,Y,0,4810 BUTTERMILK HOLLOW ROAD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,0
2019,Ethylene glycol,0,N,Y,N,0,148 NICHOL AVE - MRIE BLDG 162/163/164,MC KEES ROCKS,ALLEGHENY,PA,15136,3,0
2015,Lead,0.0000001,Y,Y,Y,0,700 SECO RD,MONROEVILLE,ALLEGHENY,PA,15146,3,0.0000001
2016,Ammonia,1957,N,N,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,1957
2020,Certain glycol ethers,892,N,Y,N,0,616 HITE RD,HARWICK,ALLEGHENY,PA,15049,3,892
2017,Ammonia,12000,N,N,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,12000
2018,Naphthalene,2,Y,Y,N,0,300 N STATE ST,CLAIRTON,ALLEGHENY,PA,15025,3,2
2021,Xylene (mixed isomers),128,N,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,128
2016,Chromium,0,N,Y,Y,0,682 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,
2018,Ammonia,0,N,N,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,
2019,Cobalt,1.73,Y,Y,N,0,682 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,1.73
2021,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,N,Y,Y,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2021,Chromium compounds (except for chromite ore mined in the Transvaal Region),81,N,Y,Y,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,81
2015,Lead compounds,0,N,Y,Y,0,300 MIFFLIN RD,PITTSBURGH,ALLEGHENY,PA,15207,3,0
2020,Lead,37.6,Y,Y,Y,0,100 WASHINGTON ST,LEETSDALE,ALLEGHENY,PA,15056,3,37.6
2015,Benzo[g h i]perylene,2.6,N,Y,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,2.6
2019,Zinc compounds,89.2,N,N,N,0,2108 PALMER ST,PITTSBURGH,ALLEGHENY,PA,15218,3,89.2
2019,Butyl acrylate,20,N,N,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,20
2020,Methanol,1,N,Y,N,0,650 NOBLE DR,WEST MIFFLIN,ALLEGHENY,PA,15122,3,1
2016,Chromium,0.1283,N,Y,Y,0,1101 MURIEL ST,PITTSBURGH,ALLEGHENY,PA,15203,3,0.1283
2019,Nickel,0,Y,Y,Y,0,1001 E WATERFRONT DR,MUNHALL,ALLEGHENY,PA,15120,3,
2017,Xylene (mixed isomers),124,N,Y,Y,0,999 AIRBRAKE AVE,WILMERDING,ALLEGHENY,PA,15148,3,124
2016,Pyridine,4,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,4
2021,Cumene,288,Y,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,288
2016,Cobalt,0,Y,Y,N,0,1024 E SMITHFIELD ST,MC KEESPORT,ALLEGHENY,PA,15135,3,
2016,Lead,0,Y,Y,Y,0,1 LIFE WAY,PITTSBURGH,ALLEGHENY,PA,15205,3,
2019,Nickel,37.27,Y,Y,Y,0,50 N LINDEN ST,DUQUESNE,ALLEGHENY,PA,15110,3,37.27
2020,Anthracene,2,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,2
2015,Sulfuric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),126429,N,N,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,126429
2015,Xylene (mixed isomers),10,N,Y,Y,0,128 FIRST ST,PITTSBURGH,ALLEGHENY,PA,15238,3,10
2019,Certain glycol ethers,540,N,Y,N,0,616 HITE RD,HARWICK,ALLEGHENY,PA,15049,3,540
2021,Phenol,0,N,Y,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,0
2016,Lead compounds,0,N,Y,Y,0,620 ALPHA DR,PITTSBURGH,ALLEGHENY,PA,15238,3,0
2015,Ethylene,10000,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,10000
2021,Ethylene glycol,0.11,N,Y,N,0,100 LEETSDALE INDUSTRIAL DR - BUILDINGS 72 76 & 150,LEETSDALE,ALLEGHENY,PA,15056,3,0.11
2018,Acetonitrile,53,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,53
2017,Certain glycol ethers,1019,N,Y,N,0,616 HITE RD,HARWICK,ALLEGHENY,PA,15049,3,1019
2018,Dioxin and dioxin-like compounds,0.2544,Y,Y,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0.2544
2017,1 2 4-Trimethylbenzene,706,N,N,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,706
2020,Lead compounds,0,N,Y,Y,0,13TH & BRADDOCK AVE C/O USS,BRADDOCK,ALLEGHENY,PA,15104,3,
2020,Lead compounds,0.52,N,Y,Y,0,13TH & BRADDOCK AVE C/O USS,BRADDOCK,ALLEGHENY,PA,15104,3,0.52
2021,Ethylbenzene,890,Y,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,890
2018,Ethylene,9131,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,9131
2019,Lead  And Lead Compounds,19.9,N,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,19.9
2019,Hydrochloric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),0,N,Y,N,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,
2019,Hydrochloric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),88326,N,Y,N,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,88326
2016,Carbon disulfide,4200,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,4200
2015,Xylene (mixed isomers),496,N,Y,Y,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,496
2018,Lead  And Lead Compounds,32.02,N,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,32.02
2016,Lead,0.0000001,Y,Y,Y,0,700 SECO RD,MONROEVILLE,ALLEGHENY,PA,15146,3,0.0000001
2018,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,N,Y,Y,0,149 NICHOL AVE,MC KEES ROCKS,ALLEGHENY,PA,15136,3,
2019,Zinc compounds,3709,N,N,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,3709
2016,Lead compounds,0,N,Y,Y,0,13TH & BRADDOCK AVE C/O USS,BRADDOCK,ALLEGHENY,PA,15104,3,
2016,Chromium compounds (except for chromite ore mined in the Transvaal Region),208,N,Y,Y,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,208
2021,Dioxin and dioxin-like compounds,0,Y,Y,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,
2015,Lead compounds,0,N,Y,Y,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2015,Lead compounds,428,N,Y,Y,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,428
2021,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0,N,Y,Y,0,109 48TH ST,PITTSBURGH,ALLEGHENY,PA,15201,3,0
2016,Ammonia,250,N,N,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,
2020,Naphthalene,10,Y,Y,N,0,9 THORN ST,CORAOPOLIS,ALLEGHENY,PA,15108,3,10
2015,Chromium,0,N,Y,Y,0,682 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,
2017,Ethylene,1400,N,N,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,1400
2015,Nitric acid,959,N,N,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,959
2016,Manganese compounds,430,N,Y,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,430
2016,Biphenyl,1,N,Y,N,0,300 N STATE ST,CLAIRTON,ALLEGHENY,PA,15025,3,1
2017,Xylene (mixed isomers),173,N,Y,Y,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,173
2021,Ammonia,0,N,N,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,
2021,Ammonia,2007.49,N,N,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,2007.49
2016,Zinc compounds,583,N,N,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,583
2020,Cumene,3,Y,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,3
2017,n-Butyl alcohol,1123,N,N,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,1123
2015,Diisocyanates,0,N,Y,N,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,0
2019,Polycyclic aromatic compounds,20,Y,Y,N,0,9 THORN ST,CORAOPOLIS,ALLEGHENY,PA,15108,3,20
2015,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,N,N,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,
2020,Methanol,8338,N,Y,N,0,3419 SMALLMAN ST,PITTSBURGH,ALLEGHENY,PA,15201,3,8338
2020,Nickel,0,Y,Y,Y,0,600 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,0
2016,Nickel,0,Y,Y,Y,0,5 N LINDEN,DUQUESNE,ALLEGHENY,PA,15110,3,0
2021,Chromium,0,N,Y,Y,0,301 4TH AVE,MCKEESPORT,ALLEGHENY,PA,15132,3,0
2017,Dibenzofuran,750,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,750
2016,Dimethyl phthalate,0,N,Y,N,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,
2016,Dimethyl phthalate,0,N,Y,N,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,0
2017,Cumene,918,Y,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,918
2015,Chromium compounds (except for chromite ore mined in the Transvaal Region),3,N,Y,Y,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,3
2018,Naphthalene,17,Y,Y,N,0,1100 GLASS HOUSE RD,JEFFERSON HILLS,ALLEGHENY,PA,15025,3,17
2019,Nickel,8.7,Y,Y,Y,0,100 WASHINGTON ST,LEETSDALE,ALLEGHENY,PA,15056,3,8.7
2016,Methanol,0,N,Y,N,0,800 MARTHA ST,MUNHALL,ALLEGHENY,PA,15120,3,
2020,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),539,N,Y,Y,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,539
2020,Cyanide compounds,28,N,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,28
2016,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,N,Y,Y,0,150 FERRY ST,CREIGHTON,ALLEGHENY,PA,15030,3,
2019,Zinc compounds,7.37,N,N,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,7.37
2017,Lead compounds,0.65,N,Y,Y,0,13TH & BRADDOCK AVE C/O USS,BRADDOCK,ALLEGHENY,PA,15104,3,0.65
2017,Styrene,2633,Y,Y,N,0,2650 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,2633
2019,Xylene (mixed isomers),37,N,Y,Y,0,328 BUNOLA RIVER RD,BUNOLA,ALLEGHENY,PA,15020,3,37
2015,Chromium,0,N,Y,Y,0,5 N LINDEN,DUQUESNE,ALLEGHENY,PA,15110,3,0
2017,Naphthalene,17,Y,Y,N,0,1100 GLASS HOUSE RD,JEFFERSON HILLS,ALLEGHENY,PA,15025,3,17
2020,Hydrochloric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),0,N,Y,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,
2019,Toluene,936,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,936
2019,Diisocyanates,11.46,N,Y,N,0,201 ZETA DRIVE,PITTSBURGH,ALLEGHENY,PA,15238,3,11.46
2021,Hydrogen fluoride,0,N,Y,N,0,26 RICH HILL RD,CHESWICK,ALLEGHENY,PA,15024,3,
2018,Sulfuric acid (acid aerosols including mists  vapors  gas  fog  and other airborne forms of any particle size),81837,N,N,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,81837
2016,Lead compounds,0.1,N,Y,Y,0,1601 CHARTIERS VALLEY LN,PITTSBURGH,ALLEGHENY,PA,15205,3,0.1
2015,Lead compounds,0,N,Y,Y,0,9 THORN ST,CORAOPOLIS,ALLEGHENY,PA,15108,3,
2015,Certain glycol ethers,23.9,N,Y,N,0,100 LEETSDALE INDUSTRIAL DR - BUILDINGS 72 76 & 150,LEETSDALE,ALLEGHENY,PA,15056,3,23.9
2020,Xylene (mixed isomers),175,N,Y,Y,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,175
2016,Cumene,854,Y,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,854
2015,Beryllium compounds,0,Y,Y,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,0
2016,Ethylene glycol,28,N,Y,N,0,650 NOBLE DR,WEST MIFFLIN,ALLEGHENY,PA,15122,3,28
2015,Pyridine,2,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,2
2016,Certain glycol ethers,1413,N,Y,N,0,2895 GRAND AVE,PITTSBURGH,ALLEGHENY,PA,15225,3,1413
2015,Cyanide compounds,10000,N,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,10000
2015,Ethylene glycol,358,N,Y,N,0,2650 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,358
2019,Nickel compounds,0,Y,Y,Y,0,1300 BRADDOCK AVE,BRADDOCK,ALLEGHENY,PA,15104,3,
2018,Styrene,226,Y,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,226
2017,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),0,N,N,N,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2018,Dazomet,0,N,N,N,0,3499 GRAND AVE,PITTSBURGH,ALLEGHENY,PA,15225,3,
2017,Dimethyl phthalate,48.8,N,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,48.8
2021,Cyclohexanol,0,N,N,N,0,3419 SMALLMAN ST,PITTSBURGH,ALLEGHENY,PA,15201,3,
2019,Chloroform,0,Y,Y,Y,0,3419 SMALLMAN ST,PITTSBURGH,ALLEGHENY,PA,15201,3,
2015,Nickel,0,Y,Y,Y,0,726 BELL ST,CARNEGIE,ALLEGHENY,PA,15106,3,
2017,Dicyclopentadiene,5702,N,N,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,5702
2015,Xylene (mixed isomers),300,N,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,300
2017,Chromium,0,N,Y,Y,0,682 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,
2017,Chromium,61,N,Y,Y,0,682 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,61
2018,Silver And Silver Compounds,0,N,N,N,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,
2015,Antimony,3,N,Y,N,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,3
2017,Hydrogen fluoride,29,N,Y,N,0,1001 E WATERFRONT DR,MUNHALL,ALLEGHENY,PA,15120,3,29
2016,Ethylene,0,N,N,N,0,CAMP HOLLOW RD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,0
2016,Methanol,17605,N,Y,N,0,1300 BRADDOCK AVE,BRADDOCK,ALLEGHENY,PA,15104,3,17605
2018,Lead compounds,0,N,Y,Y,0,300 MIFFLIN RD,PITTSBURGH,ALLEGHENY,PA,15207,3,0
2017,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,N,Y,Y,0,PITTSBURGH & PORTER ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2020,Benzene,9555,Y,Y,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,9555
2019,Nickel,88,Y,Y,Y,0,1000 WRIGHT WAY,CHESWICK,ALLEGHENY,PA,15024,3,88
2019,Nickel,0,Y,Y,Y,0,1000 WRIGHT WAY,CHESWICK,ALLEGHENY,PA,15024,3,0
2018,Phenanthrene,9,N,Y,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,9
2017,Mercury compounds,0.41,N,Y,Y,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,0.41
2020,Copper,0,N,N,N,0,600 MAYER ST,BRIDGEVILLE,ALLEGHENY,PA,15017,3,0
2015,Propylene,23,N,N,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,23
2021,Lead  And Lead Compounds,259.08,N,Y,Y,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,259.08
2016,Lead compounds,246.78,N,Y,Y,0,BRADDOCK AVE & 13TH ST,BRADDOCK,ALLEGHENY,PA,15104,3,246.78
2017,Copper compounds,91,N,N,N,0,100 RIVER RD,BRACKENRIDGE,ALLEGHENY,PA,15014,3,91
2016,Styrene,0,Y,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2016,Styrene,13,Y,Y,N,0,125 COLFAX ST,SPRINGDALE,ALLEGHENY,PA,15144,3,13
2015,Phenol,579,N,Y,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,579
2019,Lead compounds,1,N,Y,Y,0,109 48TH ST,PITTSBURGH,ALLEGHENY,PA,15201,3,1
2017,Dicyclopentadiene,0,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,0
2018,Benzo[g h i]perylene,0,N,Y,N,0,300 N STATE ST,CLAIRTON,ALLEGHENY,PA,15025,3,0
2018,Ethylene glycol,1,N,Y,N,0,650 NOBLE DR,WEST MIFFLIN,ALLEGHENY,PA,15122,3,1
2017,Lead compounds,0,N,Y,Y,0,300 BRADDOCK AVE,TURTLE CREEK,ALLEGHENY,PA,15145,3,0
2016,Lead compounds,0.2,N,Y,Y,0,4810 BUTTERMILK HOLLOW ROAD,WEST MIFFLIN,ALLEGHENY,PA,15122,3,0.2
2015,Toluene,5,N,Y,N,0,201 ZETA DRIVE,PITTSBURGH,ALLEGHENY,PA,15238,3,
2015,Hydrogen cyanide,21000,N,N,Y,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,21000
2021,Manganese,0.1,N,Y,N,0,5 N LINDEN,DUQUESNE,ALLEGHENY,PA,15110,3,0.1
2015,Naphthalene,2406,Y,Y,N,0,200 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,2406
2018,Manganese,0.34,N,Y,N,0,50 N LINDEN ST,DUQUESNE,ALLEGHENY,PA,15110,3,0.34
2018,n-Hexane,340,N,Y,N,0,9 THORN ST,CORAOPOLIS,ALLEGHENY,PA,15108,3,340
2019,Lead,0,Y,Y,Y,0,700 BRADDOCK AVE,EAST PITTSBURGH,ALLEGHENY,PA,15112,3,0
2021,Styrene,7184,Y,Y,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,7184
2019,Cumene,3,Y,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,3
2019,Cumene,331,Y,Y,N,0,2800 NEVILLE RD,PITTSBURGH,ALLEGHENY,PA,15225,3,331
2018,Certain glycol ethers,1876,N,Y,N,0,616 HITE RD,HARWICK,ALLEGHENY,PA,15049,3,1876
2021,Benzo[g h i]perylene,0,N,Y,N,0,1000 SHEROSKY WAY,SPRINGDALE,ALLEGHENY,PA,15144,3,0
2019,Chromium,0.62,N,Y,Y,0,1001 ROBB HILL RD,OAKDALE,ALLEGHENY,PA,15071,3,0.62
2015,Ethylbenzene,35,Y,Y,N,0,2620 NEVILLE ROAD,PITTSBURGH,ALLEGHENY,PA,15225,3,35
2017,n-Hexane,0,N,Y,N,0,3419 SMALLMAN ST,PITTSBURGH,ALLEGHENY,PA,15201,3,
2020,Certain glycol ethers,185,N,Y,N,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,185
2020,Certain glycol ethers,18,N,Y,N,0,2000 WESTHALL ST,PITTSBURGH,ALLEGHENY,PA,15233,3,18
2019,Triethylamine,0,N,Y,N,0,328 BUNOLA RIVER RD,BUNOLA,ALLEGHENY,PA,15020,3,0
2019,Isoprene,0,Y,N,N,0,STATE HWY 837,WEST ELIZABETH,ALLEGHENY,PA,15088,3,
2020,Chloroform,9583,Y,Y,Y,0,3419 SMALLMAN ST,PITTSBURGH,ALLEGHENY,PA,15201,3,9583
2019,Xylene (mixed isomers),586,N,Y,Y,0,11 TALBOT AVE,RANKIN,ALLEGHENY,PA,15104,3,586
2016,1 2 4-Trimethylbenzene,0,N,N,N,0,616 HITE RD,HARWICK,ALLEGHENY,PA,15049,3,
2019,Anthracene,322,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,322
2019,Anthracene,2,N,N,N,0,400 STATE ST MS 71,CLAIRTON,ALLEGHENY,PA,15025,3,2
2017,Toluene,140,N,Y,N,0,328 BUNOLA RIVER RD,BUNOLA,ALLEGHENY,PA,15020,3,140
